,saletype,solddate,proptype,address,city,state,zip,price,beds,baths,location,sqft,lotsize,yrbuilt,daysonmkt,pricesqft,hoamonth,status,nextopenstart,nextopenend,url,source,mls,favorite,interested,latitude,longitude,county,fips_code
0,PAST SALE,February-7-2017,Single Family Residential,521 Cayuga Ave,San Francisco,CA,94112.0,1200000.0,2.0,1.25,Mission Terrace,1500.0,2265.0,1940.0,26.0,800.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/521-Cayuga-Ave-94112/home/812038,San Francisco MLS,453167,N,Y,37.728859899999996,-122.4353078,San Francisco,060750255003002
1,PAST SALE,February-10-2017,Condo/Co-op,95 Red Rock Way Unit 105M,San Francisco,CA,94131.0,590000.0,0.0,1.0,Diamond Heights,650.0,,1972.0,23.0,908.0,443.0,Sold,,,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-105M/home/1441007,San Francisco MLS,452726,N,Y,37.746324,-122.44151699999999,San Francisco,060750216002010
2,PAST SALE,February-10-2017,Single Family Residential,3157 Baker St,San Francisco,CA,94123.0,3260000.0,5.0,3.5,Marina,3646.0,2050.0,2003.0,23.0,894.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/3157-Baker-St-94123/home/848085,San Francisco MLS,451943,N,Y,37.8002181,-122.4464551,San Francisco,060750127003003
3,PAST SALE,February-17-2017,Single Family Residential,2594 San Jose Ave,San Francisco,CA,94112.0,920000.0,3.0,2.0,San Francisco,1287.0,2495.0,1960.0,16.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2594-San-Jose-Ave-94112/home/1822379,MetroList,16067859,N,Y,37.7164354,-122.4504437,San Francisco,060750312022019
4,PAST SALE,February-27-2017,Single Family Residential,130 Brazil Ave,SAN FRANCISCO,CA,94112.0,790000.0,2.0,1.0,SAN FRANCISCO,1125.0,2495.0,1923.0,6.0,702.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/130-Brazil-Ave-94112/home/1655522,MLSListings,ML81635907,N,Y,37.72392,-122.43373500000001,San Francisco,060750260012001
5,PAST SALE,February-3-2017,Condo/Co-op,1553 Treat Ave,San Francisco,CA,94110.0,1275000.0,3.0,2.0,Bernal Heights,1270.0,,1906.0,30.0,1004.0,428.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1553-Treat-Ave-94110/home/110052495,San Francisco MLS,453326,N,Y,37.7459386,-122.41234779999999,San Francisco,060750252002001
6,PAST SALE,February-16-2017,Condo/Co-op,3030-3032 Franklin St #3032,San Francisco,CA,94123.0,2400000.0,3.0,2.5,Marina,1894.0,,,17.0,1267.0,300.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3030-Franklin-St-94123/unit-3032/home/113114271,San Francisco MLS,454302,N,Y,37.802545,-122.42611200000002,San Francisco,060750129012005
7,PAST SALE,February-3-2017,Multi-Family (2-4 Unit),709-711 Lyon St,San Francisco,CA,94115.0,1649545.0,,,North Panhandle,,,,30.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/711-Lyon-St-94115/home/1269588,San Francisco MLS,452198,N,Y,37.777573,-122.4436122,San Francisco,060750157002002
8,PAST SALE,February-21-2017,Condo/Co-op,765 Market St Unit 23AB,San Francisco,CA,94103.0,5724000.0,4.0,4.5,South of Market,3594.0,,2001.0,12.0,1593.0,4413.0,Sold,,,http://www.redfin.com/CA/San-Francisco/765-Market-St-94103/unit-23AB/home/103713814,San Francisco MLS,441850,N,Y,37.786212,-122.404303,San Francisco,060750615001032
9,PAST SALE,March-1-2017,Condo/Co-op,3053 Franklin St,San Francisco,CA,94123.0,1375000.0,2.0,1.5,Marina,1625.0,,1924.0,4.0,846.0,180.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3053-Franklin-St-94123/home/1198235,San Francisco MLS,454237,N,Y,37.802704999999996,-122.426801,San Francisco,060750129012004
10,PAST SALE,March-2-2017,Condo/Co-op,179 Douglass St #1,San Francisco,CA,94114.0,895000.0,1.0,1.0,Eureka Valley/Dolore,808.0,,1932.0,3.0,1108.0,365.0,Sold,,,http://www.redfin.com/CA/San-Francisco/179-Douglass-St-94114/unit-1/home/12352991,San Francisco MLS,454000,N,Y,37.761105,-122.43906100000001,San Francisco,060750205001006
11,PAST SALE,February-22-2017,Condo/Co-op,2501 Harrison St #14,San Francisco,CA,94110.0,1108000.0,1.0,1.5,Inner Mission,1199.0,,2001.0,11.0,924.0,365.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2501-Harrison-St-94110/unit-14/home/12397388,San Francisco MLS,453918,N,Y,37.7572201,-122.4119972,San Francisco,060750228032004
12,PAST SALE,February-27-2017,Single Family Residential,1558 Grove St,San Francisco,CA,94117.0,3500000.0,3.0,3.0,North Panhandle,,3436.0,1900.0,6.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1558-Grove-St-94117/home/593985,San Francisco MLS,454530,N,Y,37.7756479,-122.442424,San Francisco,060750165001000
13,PAST SALE,February-23-2017,Condo/Co-op,3235 Gough St #204,San Francisco,CA,94123.0,754960.0,2.0,1.0,Marina,886.0,,1927.0,10.0,852.0,440.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3235-Gough-St-94123/unit-204/home/28890235,San Francisco MLS,450373,N,Y,37.803216,-122.42865800000001,San Francisco,060750129012002
14,PAST SALE,March-1-2017,Single Family Residential,579 34th Ave,San Francisco,CA,94121.0,1320000.0,2.0,1.0,Outer Richmond,1295.0,2996.0,1928.0,4.0,1019.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/579-34th-Ave-94121/home/609974,San Francisco MLS,453794,N,Y,37.778132,-122.494598,San Francisco,060750478023002
15,PAST SALE,March-1-2017,Condo/Co-op,900 Bush St #806,San Francisco,CA,94109.0,715000.0,1.0,1.0,Downtown,730.0,,,4.0,979.0,827.0,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-806/home/1871297,San Francisco MLS,453733,N,Y,37.7899818,-122.41251070000001,San Francisco,060750119012000
16,PAST SALE,February-6-2017,Condo/Co-op,325 Berry St #717,San Francisco,CA,94158.0,960000.0,1.0,1.0,Mission Bay,741.0,,2007.0,27.0,1296.0,537.0,Sold,,,http://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-717/home/17304546,San Francisco MLS,453745,N,Y,37.773412799999996,-122.39574740000002,San Francisco,060750607001036
17,PAST SALE,February-24-2017,Multi-Family (2-4 Unit),954 Ingerson Ave,San Francisco,CA,94124.0,1042500.0,7.0,4.0,Bayview,3076.0,2500.0,1910.0,9.0,339.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/954-Ingerson-Ave-94124/home/1015770,San Francisco MLS,444631,N,Y,37.7187773,-122.3920304,San Francisco,060750234002008
18,PAST SALE,February-17-2017,Condo/Co-op,2545 Post St #1,San Francisco,CA,94115.0,1835000.0,3.0,2.0,Lower Pacific Height,1902.0,,1988.0,16.0,965.0,350.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2545-Post-St-94115/unit-1/home/12402276,San Francisco MLS,453697,N,Y,37.783691600000004,-122.44383229999998,San Francisco,060750154002004
19,PAST SALE,February-21-2017,Condo/Co-op,1310 Fillmore St #804,San Francisco,CA,94115.0,837000.0,1.0,1.0,Western Addition,858.0,,2007.0,12.0,976.0,624.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-804/home/17306826,San Francisco MLS,453579,N,Y,37.781644799999995,-122.4320375,San Francisco,060750159002009
20,PAST SALE,February-17-2017,Single Family Residential,438 Monterey Blvd,San Francisco,CA,94127.0,1075000.0,2.0,1.0,Sunnyside,1025.0,2500.0,1925.0,16.0,1049.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/438-Monterey-Blvd-94127/home/1102402,San Francisco MLS,453577,N,Y,37.731836,-122.445227,San Francisco,060750311005009
21,PAST SALE,February-10-2017,Multi-Family (2-4 Unit),478-480 10th Ave,San Francisco,CA,94118.0,1810000.0,4.0,4.0,Inner Richmond,3634.0,2996.0,1915.0,23.0,498.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/480-10th-Ave-94118/home/2030959,San Francisco MLS,453006,N,Y,37.7791245,-122.4683334,San Francisco,060750452005001
22,PAST SALE,March-2-2017,Single Family Residential,9 De Soto St,San Francisco,CA,94127.0,2550000.0,5.0,3.5,Ingleside Terrace,4108.0,5533.0,,3.0,621.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/9-De-Soto-St-94127/home/1744299,San Francisco MLS,454297,N,Y,37.721956899999995,-122.46679170000002,San Francisco,060750309003021
23,PAST SALE,March-1-2017,Condo/Co-op,2020 Ellis St #203,San Francisco,CA,94115.0,715000.0,1.0,1.0,Anza Vista,638.0,,2012.0,4.0,1121.0,503.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2020-Ellis-St-94115/unit-203/home/55244661,San Francisco MLS,453746,N,Y,37.781672799999996,-122.4394793,San Francisco,060750158012008
24,PAST SALE,February-21-2017,Condo/Co-op,2189 Bayshore Blvd #201,San Francisco,CA,94134.0,875000.0,3.0,3.0,Little Hollywood,1750.0,,2009.0,12.0,500.0,428.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2189-Bayshore-Blvd-94134/unit-201/home/21995014,San Francisco MLS,453333,N,Y,37.7123064,-122.4012139,San Francisco,060750610002012
25,PAST SALE,February-16-2017,Single Family Residential,1438 29th Ave,San Francisco,CA,94122.0,1130000.0,2.0,1.5,Central Sunset,1850.0,3000.0,1928.0,17.0,611.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1438-29th-Ave-94122/home/1350741,San Francisco MLS,452564,N,Y,37.760482,-122.487328,San Francisco,060750327003000
26,PAST SALE,March-3-2017,Condo/Co-op,3121 20th St #4,San Francisco,CA,94110.0,1700000.0,3.0,2.5,Inner Mission,2191.0,,1997.0,2.0,776.0,450.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3121-20th-St-94110/unit-4/home/12396597,San Francisco MLS,454142,N,Y,37.7588537,-122.41198999999999,San Francisco,060750228012005
27,PAST SALE,February-23-2017,Single Family Residential,2701 Taraval St,San Francisco,CA,94116.0,1186000.0,2.0,2.0,Outer Parkside,1200.0,2063.0,1947.0,10.0,988.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2701-Taraval-St-94116/home/1685668,San Francisco MLS,453750,N,Y,37.7420422,-122.49516940000001,San Francisco,060750353002008
28,PAST SALE,February-24-2017,Condo/Co-op,77 Grattan St,San Francisco,CA,94117.0,910000.0,1.0,1.0,Parnassus/Ashbury Heights,768.0,,1907.0,9.0,1185.0,250.0,Sold,,,http://www.redfin.com/CA/San-Francisco/77-Grattan-St-94117/home/28679689,San Francisco MLS,453235,N,Y,37.763948299999996,-122.44932299999999,San Francisco,060750171022000
29,PAST SALE,February-24-2017,Single Family Residential,227 Douglass St,San Francisco,CA,94114.0,2700000.0,3.0,3.0,Eureka Valley/Dolore,,3125.0,1900.0,9.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/227-Douglass-St-94114/home/1741516,San Francisco MLS,454060,N,Y,37.759839899999996,-122.43893600000001,San Francisco,060750205002003
30,PAST SALE,February-22-2017,Condo/Co-op,3993 Washington St,San Francisco,CA,94118.0,2650000.0,2.0,2.5,Presidio Heights,1945.0,,1905.0,11.0,1362.0,500.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3993-Washington-St-94118/home/1313593,San Francisco MLS,454387,N,Y,37.788284999999995,-122.459025,San Francisco,060750133005001
31,PAST SALE,March-3-2017,Condo/Co-op,1221 Harrison St #28,San Francisco,CA,94103.0,875000.0,1.0,2.0,South of Market,1185.0,,2004.0,2.0,738.0,542.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1221-Harrison-St-94103/unit-28/home/1275616,San Francisco MLS,455189,N,Y,37.7731279,-122.4087672,San Francisco,060750180002032
32,PAST SALE,March-1-2017,Condo/Co-op,631 Folsom St Unit 8C,San Francisco,CA,94107.0,1120000.0,2.0,2.0,Yerba Buena,1054.0,,1945.0,4.0,1063.0,794.0,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-8C/home/21966651,San Francisco MLS,453814,N,Y,37.784817600000004,-122.3969578,San Francisco,060750615002017
33,PAST SALE,February-24-2017,Single Family Residential,1290 Portola Dr,San Francisco,CA,94127.0,1724000.0,3.0,2.5,West Portal,2352.0,5248.0,1925.0,9.0,733.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1290-Portola-Dr-94127/home/687552,San Francisco MLS,448606,N,Y,37.740226799999995,-122.4632508,San Francisco,060750308001012
34,PAST SALE,February-3-2017,Condo/Co-op,433 MIddle Burnett Ave Unit Middl,San Francisco,CA,94131.0,1079000.0,2.0,2.0,Twin Peaks,,,1975.0,30.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/433-MIddle-Burnett-Ave-94131/unit-Middl/home/112934171,San Francisco MLS,453785,N,Y,37.755478000000004,-122.443878,San Francisco,060750204022013
35,PAST SALE,February-3-2017,Multi-Family (2-4 Unit),433 Burnett Ave,San Francisco,CA,94131.0,2401000.0,5.0,5.0,Twin Peaks,2466.0,3863.0,1975.0,30.0,974.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/433-Burnett-Ave-94131/home/1895107,San Francisco MLS,453761,N,Y,37.755476,-122.443876,San Francisco,060750204022013
36,PAST SALE,March-1-2017,Single Family Residential,76 Florentine St,San Francisco,CA,94112.0,725000.0,3.0,2.0,Crocker Amazon,1111.0,2500.0,,4.0,653.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/76-Florentine-St-94112/home/795383,San Francisco MLS,449526,N,Y,37.7121864,-122.4436635,San Francisco,060750263012018
37,PAST SALE,February-15-2017,Multi-Family (5+ Unit),258 Valley St,San Francisco,CA,94131.0,1850000.0,5.0,,Noe Valley,3623.0,2962.0,1936.0,18.0,511.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/258-Valley-St-94131/home/1923260,San Francisco MLS,452905,N,Y,37.744661,-122.428097,San Francisco,060750215004000
38,PAST SALE,March-3-2017,Condo/Co-op,425 1st St #5401,SAN FRANCISCO,CA,94105.0,2050000.0,2.0,2.0,SAN FRANCISCO,1042.0,56024.0,2008.0,2.0,1967.0,878.0,Sold,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-5401/home/17304782,MLSListings,ML81635861,N,Y,37.7861411,-122.392459,San Francisco,060750615004014
39,PAST SALE,March-3-2017,Multi-Family (2-4 Unit),1309 Hayes St,San Francisco,CA,94117.0,2300000.0,8.0,3.0,North Panhandle,4340.0,3436.0,1900.0,2.0,530.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1309-Hayes-St-94117/home/1676338,San Francisco MLS,453687,N,Y,37.7747126,-122.4383788,San Francisco,060750164002004
40,PAST SALE,February-27-2017,Condo/Co-op,920 Baker St Unit A,San Francisco,CA,94118.0,1030000.0,2.0,1.0,Anza Vista,950.0,,2003.0,6.0,1084.0,300.0,Sold,,,http://www.redfin.com/CA/San-Francisco/920-Baker-St-94115/unit-A/home/879524,San Francisco MLS,453811,N,Y,37.7797615,-122.44151140000001,San Francisco,060750157001008
41,PAST SALE,February-24-2017,Single Family Residential,440 Myra Way,San Francisco,CA,94127.0,1175000.0,2.0,1.0,Miraloma Park,1087.0,2117.0,1949.0,9.0,1081.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/440-Myra-Way-94127/home/688188,San Francisco MLS,453847,N,Y,37.737171999999994,-122.452584,San Francisco,060750307003002
42,PAST SALE,February-7-2017,Condo/Co-op,444 Collingwood St,San Francisco,CA,94114.0,2100000.0,3.0,3.0,Eureka Valley/Dolore,2383.0,,1968.0,26.0,881.0,350.0,Sold,,,http://www.redfin.com/CA/San-Francisco/444-Collingwood-St-94114/home/40625934,San Francisco MLS,453832,N,Y,37.75524,-122.4359,San Francisco,060750212001001
43,PAST SALE,March-3-2017,Single Family Residential,51 Nebraska St,SAN FRANCISCO,CA,94110.0,1450000.0,4.0,2.0,SAN FRANCISCO,1785.0,2500.0,1970.0,2.0,812.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/51-Nebraska-St-94110/home/1955879,MLSListings,ML81637034,N,Y,37.740486100000005,-122.4102898,San Francisco,060750251003033
44,PAST SALE,March-2-2017,Single Family Residential,351 Lakeshore Dr,San Francisco,CA,94132.0,1630000.0,4.0,3.5,Lake Shore,1995.0,3136.0,1952.0,3.0,817.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/351-Lakeshore-Dr-94132/home/1923617,San Francisco MLS,454377,N,Y,37.73258,-122.4973,San Francisco,060750331003005
45,PAST SALE,February-28-2017,Condo/Co-op,118 Eureka St,San Francisco,CA,94114.0,1525000.0,2.0,1.5,Eureka Valley/Dolore,1335.0,,,5.0,1142.0,260.0,Sold,,,http://www.redfin.com/CA/San-Francisco/118-Eureka-St-94114/home/12276959,San Francisco MLS,453371,N,Y,37.760277,-122.438542,San Francisco,060750205002003
46,PAST SALE,March-3-2017,Single Family Residential,4348 23rd St,San Francisco,CA,94114.0,4120000.0,4.0,3.5,Noe Valley,3408.0,2848.0,1901.0,2.0,1209.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/4348-23rd-St-94114/home/2027279,San Francisco MLS,454038,N,Y,37.752806,-122.439747,San Francisco,060750212003005
47,PAST SALE,February-16-2017,Condo/Co-op,1754 Larkin St #5,San Francisco,CA,94109.0,790000.0,1.0,1.0,Nob Hill,,,1910.0,17.0,,275.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1754-Larkin-St-94109/unit-5/home/11892981,San Francisco MLS,453368,N,Y,37.794201,-122.41945600000001,San Francisco,060750110002005
48,PAST SALE,March-3-2017,Vacant Land,3310-3316 Mission St,San Francisco,CA,94110.0,2200000.0,,,Bernal Heights,,4573.0,,2.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3316-Mission-St-94110/home/109321590,San Francisco MLS,451808,N,Y,37.7438864,-122.4215027,San Francisco,060750253003000
49,PAST SALE,February-28-2017,Single Family Residential,379 Lakeshore Dr,San Francisco,CA,94132.0,1260000.0,3.0,1.0,Lake Shore,1416.0,3219.0,1952.0,5.0,890.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/379-Lakeshore-Dr-94132/home/1990970,San Francisco MLS,452742,N,Y,37.733053399999996,-122.4967717,San Francisco,060750331003005
50,PAST SALE,February-16-2017,Multi-Family (2-4 Unit),3708-3710 Sacramento St,San Francisco,CA,94118.0,2850000.0,4.0,2.0,Presidio Heights,2743.0,2567.0,1900.0,17.0,1039.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/3710-Sacramento-St-94118/home/1942643,San Francisco MLS,453246,N,Y,37.7874248,-122.4539873,San Francisco,060750133004010
51,PAST SALE,February-3-2017,Condo/Co-op,2225 23rd St #403,San Francisco,CA,94107.0,545000.0,1.0,1.0,Potrero Hill,458.0,,1989.0,30.0,1190.0,450.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-403/home/1309651,San Francisco MLS,453554,N,Y,37.7543745,-122.40215559999999,San Francisco,060750614001007
52,PAST SALE,February-3-2017,Condo/Co-op,35 Dolores St #107,San Francisco,CA,94103.0,1540000.0,2.0,2.0,Mission Dolores,1163.0,,2015.0,30.0,1324.0,507.0,Sold,,,http://www.redfin.com/CA/San-Francisco/35-Dolores-St-94103/unit-107/home/67340010,San Francisco MLS,452942,N,Y,37.7686054,-122.42653429999999,San Francisco,060750202002002
53,PAST SALE,February-17-2017,Condo/Co-op,631 Folsom St Unit 6C,San Francisco,CA,94107.0,1105000.0,2.0,2.0,Yerba Buena,1054.0,,2009.0,16.0,1048.0,794.0,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-6C/home/21965628,San Francisco MLS,453846,N,Y,37.784817600000004,-122.3969578,San Francisco,060750615002017
54,PAST SALE,March-3-2017,Single Family Residential,990 Randolph St,San Francisco,CA,94132.0,960000.0,2.0,1.0,Ingleside Heights,1375.0,2526.0,1940.0,2.0,698.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/990-Randolph-St-94132/home/1769585,San Francisco MLS,453821,N,Y,37.714920899999996,-122.47123,San Francisco,060750313022006
55,PAST SALE,February-17-2017,Single Family Residential,219 Crescent Ave,San Francisco,CA,94110.0,1285000.0,2.0,2.5,Bernal Heights,1250.0,2495.0,,16.0,1028.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/219-Crescent-Ave-94110/home/2011617,San Francisco MLS,453511,N,Y,37.735258,-122.41971699999999,San Francisco,060750254032010
56,PAST SALE,February-28-2017,Single Family Residential,351 Niagara,San Francisco,CA,94112.0,980000.0,2.0,1.0,Outer Mission,1211.0,,1939.0,5.0,809.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/351-Niagara-Ave-94112/home/2022588,San Francisco MLS,453942,N,Y,37.719031099999995,-122.44691759999999,San Francisco,060750261003007
57,PAST SALE,March-2-2017,Condo/Co-op,2231 15th St,San Francisco,CA,94114.0,2630000.0,3.0,3.0,Duboce Triangle,2142.0,,1900.0,3.0,1228.0,467.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2231-15th-St-94114/home/1413093,San Francisco MLS,453759,N,Y,37.7656701,-122.43398529999999,San Francisco,060750169002003
58,PAST SALE,February-3-2017,Condo/Co-op,433 Upper Burnett Ave,San Francisco,CA,94131.0,1322000.0,2.0,2.0,Twin Peaks,,,1975.0,30.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/433-Burnett-Ave-94131/Uppr/home/112933722,San Francisco MLS,453780,N,Y,37.755476,-122.443876,San Francisco,060750204022013
59,PAST SALE,February-9-2017,Single Family Residential,712 Brazil Ave,San Francisco,CA,94112.0,710000.0,4.0,2.0,Excelsior,1350.0,2500.0,1900.0,24.0,526.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/712-Brazil-Ave-94112/home/1336367,San Francisco MLS,448727,N,Y,37.721804399999996,-122.42908020000002,San Francisco,060750260031010
60,PAST SALE,February-7-2017,Condo/Co-op,2192 Pacific Ave,San Francisco,CA,94115.0,1625000.0,2.0,2.0,Pacific Heights,1494.0,,1950.0,26.0,1088.0,467.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2192-Pacific-Ave-94115/unit-2192/home/1554670,San Francisco MLS,452291,N,Y,37.7939429,-122.43119820000001,San Francisco,060750132001005
61,PAST SALE,February-9-2017,Condo/Co-op,809-811 Pierce #809,San Francisco,CA,94117.0,1350000.0,3.0,2.0,Alamo Square,1800.0,,1894.0,24.0,750.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/811-Pierce-St-94117/unit-809/home/113068771,San Francisco MLS,454491,N,Y,37.7777305,-122.4350874,San Francisco,060750158022001
62,PAST SALE,February-9-2017,Condo/Co-op,1650 Broadway #602,San Francisco,CA,94109.0,3725000.0,3.0,3.0,Pacific Heights,1943.0,,2016.0,24.0,1917.0,1129.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1650-Broadway-94109/unit-602/home/108439763,San Francisco MLS,448402,N,Y,37.795913,-122.424471,San Francisco,060750131011000
63,PAST SALE,February-28-2017,Condo/Co-op,2200 Pacific Ave Unit 3D,San Francisco,CA,94115.0,1540000.0,2.0,2.0,Pacific Heights,1850.0,,1962.0,5.0,832.0,1150.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-3D/home/566793,San Francisco MLS,449888,N,Y,37.7939042,-122.4317493,San Francisco,060750132001004
64,PAST SALE,February-24-2017,Single Family Residential,3060 Pacific Ave,San Francisco,CA,94115.0,10250000.0,6.0,5.5,Pacific Heights,,,1927.0,9.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3060-Pacific-Ave-94115/home/1199174,San Francisco MLS,454281,N,Y,37.792233,-122.445654,San Francisco,060750132003014
65,PAST SALE,February-27-2017,Single Family Residential,145 Joost Ave,San Francisco,CA,94131.0,1800000.0,4.0,2.5,Sunnyside,2575.0,2495.0,1978.0,6.0,699.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/145-Joost-Ave-94131/home/1607390,San Francisco MLS,453762,N,Y,37.7322071,-122.43857220000001,San Francisco,060750311001012
66,PAST SALE,February-24-2017,Single Family Residential,232 Corbett Ave,San Francisco,CA,94114.0,2160000.0,2.0,2.5,Corona Heights,1900.0,1694.0,1914.0,9.0,1137.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/232-Corbett-Ave-94114/home/1147990,San Francisco MLS,452527,N,Y,37.7616352,-122.44350379999999,San Francisco,060750204013003
67,PAST SALE,February-24-2017,Single Family Residential,371 Douglass St,San Francisco,CA,94114.0,2450000.0,3.0,2.5,Eureka Valley/Dolore,2005.0,3123.0,1914.0,9.0,1222.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/371-Douglass-St-94114/home/1042755,San Francisco MLS,453823,N,Y,37.757900899999996,-122.438753,San Francisco,060750205003001
68,PAST SALE,February-24-2017,Single Family Residential,124 Lily St,San Francisco,CA,94102.0,3250000.0,4.0,3.5,San Francisco County,2798.0,1394.0,2009.0,9.0,1162.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/124-Lily-St-94102/home/25675664,BAREIS,21701769,N,Y,37.7746039,-122.423077,San Francisco,060750168021002
69,PAST SALE,March-3-2017,Condo/Co-op,2002 3rd St #219,San Francisco,CA,94107.0,995000.0,2.0,2.0,Central Waterfront,1139.0,,2002.0,2.0,874.0,467.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-219/home/12397994,San Francisco MLS,453715,N,Y,37.7639982,-122.38915060000001,San Francisco,060750226001011
70,PAST SALE,February-24-2017,Multi-Family (2-4 Unit),78-80 Barcelona Ave,San Francisco,CA,94115.0,1800000.0,4.0,2.0,Anza Vista,2934.0,4038.0,1948.0,9.0,613.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/80-Barcelona-Ave-94115/home/1937683,San Francisco MLS,451901,N,Y,37.7807942,-122.4444746,San Francisco,060750157001011
71,PAST SALE,February-3-2017,Single Family Residential,2659 23rd Ave,San Francisco,CA,94116.0,961000.0,2.0,2.0,Parkside,1550.0,3197.0,1925.0,30.0,620.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2659-23rd-Ave-94116/home/1478146,San Francisco MLS,453758,N,Y,37.737975,-122.47996499999999,San Francisco,060750330003004
72,PAST SALE,February-16-2017,Multi-Family (2-4 Unit),4533 18th St,San Francisco,CA,94114.0,2620000.0,5.0,3.0,Eureka Valley/Dolore,3560.0,2692.0,1930.0,17.0,736.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/4533-18th-St-94114/home/675845,San Francisco MLS,450651,N,Y,37.760397,-122.4402145,San Francisco,060750204013013
73,PAST SALE,February-17-2017,Single Family Residential,478 Anderson St,San Francisco,CA,94110.0,1080000.0,2.0,2.0,Bernal Heights,1155.0,1751.0,1914.0,16.0,935.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/478-Anderson-St-94110/home/765195,San Francisco MLS,453729,N,Y,37.7374501,-122.4155007,San Francisco,060750254021003
74,PAST SALE,February-24-2017,Condo/Co-op,1587 15th St #401,San Francisco,CA,94103.0,965000.0,2.0,1.0,Inner Mission,1048.0,,2007.0,9.0,921.0,591.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1587-15th-St-94103/unit-401/home/12277624,San Francisco MLS,453567,N,Y,37.766489,-122.41949,San Francisco,060750201003003
