,saletype,solddate,proptype,address,city,state,zip,price,beds,baths,location,sqft,lotsize,yrbuilt,daysonmkt,pricesqft,hoamonth,status,nextopenstart,nextopenend,url,source,mls,favorite,interested,latitude,longitude,county,fips_code
268,PAST SALE,February-17-2017,Condo/Co-op,1631 McAllister St,San Francisco,CA,94117.0,2450000.0,3.0,3.5,North Panhandle,,,2016.0,16.0,,363.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1631-McAllister-St-94115/home/49700593,San Francisco MLS,453464,N,Y,37.777417,-122.439079,San Francisco,060750158022004
269,PAST SALE,February-28-2017,Condo/Co-op,818 Van Ness Ave #204,San Francisco,CA,94109.0,848000.0,1.0,2.0,Van Ness/Civic Center,829.0,,2008.0,5.0,1023.0,487.0,Sold,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-204/home/40138206,San Francisco MLS,453596,N,Y,37.783203,-122.42056840000001,San Francisco,060750124023003
270,PAST SALE,February-22-2017,Condo/Co-op,275 Burnett Ave #5,San Francisco,CA,94131.0,720000.0,1.0,1.0,Twin Peaks,694.0,,1980.0,11.0,1037.0,466.0,Sold,,,http://www.redfin.com/CA/San-Francisco/275-Burnett-Ave-94131/unit-5/home/1102002,San Francisco MLS,452923,N,Y,37.756751,-122.445746,San Francisco,060750204012004
271,PAST SALE,February-24-2017,Condo/Co-op,300 Berry St #1303,San Francisco,CA,94158.0,875000.0,1.0,1.0,Mission Bay,732.0,,2009.0,9.0,1195.0,497.0,Sold,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1303/home/23455504,San Francisco MLS,453569,N,Y,37.77393,-122.39624099999999,San Francisco,060750607001010
272,PAST SALE,February-3-2017,Single Family Residential,109 Madrone Ave,San Francisco,CA,94127.0,1531000.0,3.0,2.0,West Portal,1590.0,3175.0,1920.0,30.0,963.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/109-Madrone-Ave-94127/home/1985460,San Francisco MLS,453617,N,Y,37.741248,-122.46744,San Francisco,060750308004001
273,PAST SALE,February-15-2017,Single Family Residential,460 Ellsworth St,San Francisco,CA,94110.0,1600000.0,3.0,2.0,Bernal Heights,1447.0,1750.0,1908.0,18.0,1106.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/460-Ellsworth-St-94110/home/1638858,San Francisco MLS,453344,N,Y,37.737543,-122.414876,San Francisco,060750254021004
274,PAST SALE,February-14-2017,Condo/Co-op,1865 Clay St #3,San Francisco,CA,94109.0,1900000.0,3.0,2.0,Pacific Heights,,,1914.0,19.0,,700.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1865-Clay-St-94109/unit-3/home/57341103,San Francisco MLS,453375,N,Y,37.7918575,-122.423856,San Francisco,060750131012004
275,PAST SALE,February-6-2017,Single Family Residential,2658 21st Ave,San Francisco,CA,94116.0,1160000.0,2.0,1.0,Parkside,1565.0,2996.0,1927.0,27.0,741.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2658-21st-Ave-94116/home/1819834,San Francisco MLS,453625,N,Y,37.738141,-122.47716899999999,San Francisco,060750330003001
276,PAST SALE,February-7-2017,Single Family Residential,451 Yerba Buena Ave,San Francisco,CA,94127.0,2150000.0,3.0,2.0,Westwood Highlands,2075.0,6037.0,1925.0,26.0,1036.0,4.0,Sold,,,http://www.redfin.com/CA/San-Francisco/451-Yerba-Buena-Ave-94127/home/1024072,San Francisco MLS,453489,N,Y,37.7316591,-122.45825829999998,San Francisco,060750310001007
277,PAST SALE,February-22-2017,Single Family Residential,138 Clearfield Dr,San Francisco,CA,94132.0,1465000.0,4.0,3.0,Lake Shore,2053.0,3136.0,1951.0,11.0,714.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/138-Clearfield-Dr-94132/home/1465389,San Francisco MLS,453005,N,Y,37.7310572,-122.4911429,San Francisco,060750331004021
278,PAST SALE,March-3-2017,Single Family Residential,218 Grafton Ave,San Francisco,CA,94112.0,762000.0,2.0,1.0,Ingleside,1044.0,2495.0,1912.0,2.0,730.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/218-Grafton-Ave-94112/home/817475,San Francisco MLS,453629,N,Y,37.720255,-122.455537,San Francisco,060750312011008
279,PAST SALE,February-10-2017,Condo/Co-op,1624 Vallejo St #2,San Francisco,CA,94123.0,649000.0,1.0,1.0,Pacific Heights,654.0,,1890.0,23.0,992.0,457.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1624-Vallejo-St-94123/unit-2/home/103935821,San Francisco MLS,453310,N,Y,37.796825,-122.424761,San Francisco,060750130001004
280,PAST SALE,February-24-2017,Single Family Residential,620 Prentiss St,San Francisco,CA,94110.0,988000.0,2.0,1.0,Bernal Heights,975.0,1750.0,1946.0,9.0,1013.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/620-Prentiss-St-94110/home/1488077,San Francisco MLS,453233,N,Y,37.735518400000004,-122.4125712,San Francisco,060750254022011
281,PAST SALE,February-9-2017,Single Family Residential,330 Banks St,San Francisco,CA,94110.0,1700000.0,3.0,2.5,Bernal Heights,1253.0,1751.0,1908.0,24.0,1357.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/330-Banks-St-94110/home/760493,San Francisco MLS,453356,N,Y,37.7388105,-122.4128824,San Francisco,060750254022001
282,PAST SALE,March-3-2017,Single Family Residential,2106 Baker St,San Francisco,CA,94115.0,5300000.0,4.0,3.5,Pacific Heights,3790.0,2813.0,1904.0,2.0,1398.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2106-Baker-St-94115/home/1643257,San Francisco MLS,452087,N,Y,37.790771899999996,-122.444073,San Francisco,060750134003002
283,PAST SALE,February-24-2017,Single Family Residential,193 Brewster St,San Francisco,CA,94110.0,2400000.0,3.0,3.5,Bernal Heights,,1750.0,,9.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/193-Brewster-St-94110/home/110063736,San Francisco MLS,453665,N,Y,37.743536999999996,-122.40720300000001,San Francisco,060750251003031
284,PAST SALE,February-10-2017,Condo/Co-op,235 Berry St #313,San Francisco,CA,94158.0,1280000.0,2.0,2.0,Mission Bay,1235.0,,2007.0,23.0,1036.0,623.0,Sold,,,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-313/home/22888830,San Francisco MLS,453035,N,Y,37.7748669,-122.3941757,San Francisco,060750607001007
285,PAST SALE,February-20-2017,Condo/Co-op,603 La Salle Ave #63,SAN FRANCISCO,CA,94124.0,550000.0,3.0,2.0,SAN FRANCISCO,1360.0,611.0,1981.0,13.0,404.0,340.0,Sold,,,http://www.redfin.com/CA/San-Francisco/603-La-Salle-Ave-94124/unit-63/home/1455245,MLSListings,ML81635728,N,Y,37.7273842,-122.37249879999999,San Francisco,060759806001014
286,PAST SALE,February-28-2017,Condo/Co-op,2225 23rd St #112,San Francisco,CA,94107.0,560000.0,1.0,1.0,Potrero Hill,602.0,,1989.0,5.0,930.0,465.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-112/home/735709,San Francisco MLS,453088,N,Y,37.7543745,-122.40215559999999,San Francisco,060750614001007
287,PAST SALE,February-9-2017,Condo/Co-op,1200 Gough St Unit 4C,San Francisco,CA,94109.0,749000.0,1.0,1.0,Van Ness/Civic Center,840.0,,1966.0,24.0,892.0,643.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-4C/home/574433,San Francisco MLS,449821,N,Y,37.7849709,-122.42429920000001,San Francisco,060750160001002
288,PAST SALE,February-22-2017,Condo/Co-op,650 Delancey St #415,San Francisco,CA,94107.0,1675000.0,2.0,2.0,South Beach,1514.0,,1996.0,11.0,1106.0,567.0,Sold,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-415/home/12396322,San Francisco MLS,453652,N,Y,37.7827982,-122.38971540000001,San Francisco,060750615006010
289,PAST SALE,February-23-2017,Condo/Co-op,784 Andover St Unit B,San Francisco,CA,94110.0,1760000.0,2.0,2.5,Bernal Heights,1790.0,,2016.0,10.0,983.0,250.0,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Andover-St-94110/unit-B/home/112919057,San Francisco MLS,453654,N,Y,37.733430600000005,-122.4170088,San Francisco,060750254032005
290,PAST SALE,February-10-2017,Condo/Co-op,1 Hawthorne St Unit 10F,San Francisco,CA,94105.0,1760000.0,2.0,2.0,Yerba Buena,1383.0,,2010.0,23.0,1273.0,770.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-10F/home/40138284,San Francisco MLS,453340,N,Y,37.78577,-122.3988537,San Francisco,060750615002008
291,PAST SALE,February-14-2017,Multi-Family (2-4 Unit),218-220 Castro St,San Francisco,CA,94114.0,1860000.0,4.0,2.0,Duboce Triangle,3030.0,2374.0,1927.0,19.0,614.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/220-Castro-St-94114/home/1992915,San Francisco MLS,453143,N,Y,37.7653834,-122.43561629999999,San Francisco,060750170002006
292,PAST SALE,February-15-2017,Single Family Residential,478 Gates St,SAN FRANCISCO,CA,94110.0,1025000.0,3.0,1.0,SAN FRANCISCO,1150.0,1751.0,1906.0,18.0,891.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/478-Gates-St-94110/home/1950786,MLSListings,ML81634468,N,Y,37.737376399999995,-122.41424939999999,San Francisco,060750254021005
293,PAST SALE,February-13-2017,Single Family Residential,187 Robinhood Dr,San Francisco,CA,94127.0,1575000.0,3.0,2.5,Sherwood Forest,,,1952.0,20.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/187-Robinhood-Dr-94127/home/2000672,San Francisco MLS,453165,N,Y,37.736733,-122.45449199999999,San Francisco,060750307003013
294,PAST SALE,February-22-2017,Condo/Co-op,8100 Oceanview Ter #305,San Francisco,CA,94132.0,570000.0,1.0,1.0,Ingleside Heights,669.0,,2002.0,11.0,852.0,400.0,Sold,,,http://www.redfin.com/CA/San-Francisco/8100-Ocean-View-Ter-94132/unit-305/home/1400514,San Francisco MLS,453385,N,Y,37.7104999,-122.46777490000001,San Francisco,060750313023017
295,PAST SALE,February-8-2017,Condo/Co-op,250 Clara St #2,San Francisco,CA,94107.0,830000.0,1.0,1.5,South of Market,1070.0,,2001.0,25.0,776.0,364.0,Sold,,,http://www.redfin.com/CA/San-Francisco/250-Clara-St-94107/unit-2/home/12397865,San Francisco MLS,453392,N,Y,37.7787818,-122.403552,San Francisco,060750178021004
296,PAST SALE,February-16-2017,Condo/Co-op,601 Van Ness Ave #1132,San Francisco,CA,94102.0,640000.0,1.0,1.0,Van Ness/Civic Center,682.0,,1982.0,17.0,938.0,743.0,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1132/home/576377,San Francisco MLS,452436,N,Y,37.7815203,-122.42068090000001,San Francisco,060750160001011
297,PAST SALE,February-17-2017,Condo/Co-op,465 10th St #206,San Francisco,CA,94103.0,1220000.0,2.0,2.0,South of Market,1609.0,,1924.0,16.0,758.0,878.0,Sold,,,http://www.redfin.com/CA/San-Francisco/465-10th-St-94103/unit-206/home/12397091,San Francisco MLS,453241,N,Y,37.7708827,-122.4099833,San Francisco,060750180002035
298,PAST SALE,February-17-2017,Condo/Co-op,440 Locust St,San Francisco,CA,94118.0,1625000.0,2.0,2.5,Presidio Heights,1396.0,,2001.0,16.0,1164.0,624.0,Sold,,,http://www.redfin.com/CA/San-Francisco/440-Locust-St-94118/home/2022857,San Francisco MLS,453532,N,Y,37.787112,-122.451497,San Francisco,060750133003003
299,PAST SALE,March-2-2017,Condo/Co-op,1160 Mission St #1502,San Francisco,CA,94103.0,863000.0,1.0,1.0,South of Market,764.0,,2008.0,3.0,1130.0,673.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1502/home/17305223,San Francisco MLS,453545,N,Y,37.7783901,-122.41223799999999,San Francisco,060750176013001
300,PAST SALE,February-9-2017,Single Family Residential,727 Andover St,San Francisco,CA,94110.0,855000.0,2.0,1.0,Bernal Heights,880.0,1751.0,1905.0,24.0,972.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/727-Andover-St-94110/home/1141022,San Francisco MLS,453259,N,Y,37.734088899999996,-122.4166989,San Francisco,060750254032008
301,PAST SALE,February-28-2017,Single Family Residential,579 19th Ave,San Francisco,CA,94121.0,1400000.0,3.0,2.0,Central Richmond,1840.0,2996.0,1919.0,5.0,761.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/579-19th-Ave-94121/home/1943090,San Francisco MLS,453263,N,Y,37.7770045,-122.47832140000001,San Francisco,060750476002006
302,PAST SALE,February-8-2017,Condo/Co-op,2850 Balboa St,San Francisco,CA,94121.0,445000.0,0.0,1.0,Central Richmond,412.0,,1939.0,25.0,1080.0,86.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2850-Balboa-St-94121/home/40142501,San Francisco MLS,451764,N,Y,37.776238,-122.489649,San Francisco,060750478013006
303,PAST SALE,February-14-2017,Single Family Residential,409 Nevada St,San Francisco,CA,94110.0,850000.0,1.0,1.0,Bernal Heights,950.0,1751.0,1940.0,19.0,895.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/409-Nevada-St-94110/home/765714,San Francisco MLS,453304,N,Y,37.736773,-122.411445,San Francisco,060750254023017
304,PAST SALE,February-10-2017,Condo/Co-op,1080 Sutter St #1002,San Francisco,CA,94109.0,1275000.0,2.0,2.0,Downtown,1282.0,,2014.0,23.0,995.0,719.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-1002/home/52861698,San Francisco MLS,453237,N,Y,37.7881792,-122.41796240000001,San Francisco,060750120001001
305,PAST SALE,February-23-2017,Condo/Co-op,784 Andover St Unit A,San Francisco,CA,94110.0,1760000.0,2.0,2.0,Bernal Heights,1245.0,,2016.0,10.0,1414.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Andover-St-94110/unit-A/home/112915127,San Francisco MLS,453646,N,Y,37.733430600000005,-122.4170088,San Francisco,060750254032005
306,PAST SALE,February-3-2017,Single Family Residential,263 Lakeshore Dr,SAN FRANCISCO,CA,94132.0,1900000.0,4.0,3.0,SAN FRANCISCO,1905.0,3136.0,1955.0,30.0,997.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/263-Lakeshore-Dr-94132/home/1951690,MLSListings,ML81635503,N,Y,37.730756899999996,-122.497371,San Francisco,060750331003014
307,PAST SALE,February-7-2017,Single Family Residential,486 Edinburgh St,San Francisco,CA,94112.0,863000.0,2.0,1.0,Excelsior,1125.0,2500.0,1922.0,26.0,767.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/486-Edinburgh-St-94112/home/1752385,San Francisco MLS,453520,N,Y,37.721576,-122.432092,San Francisco,060750260012004
308,PAST SALE,February-6-2017,Townhouse,10 Southard Pl #1,San Francisco,CA,94109.0,3595000.0,3.0,2.5,Russian Hill,2161.0,,1982.0,27.0,1664.0,592.0,Sold,,,http://www.redfin.com/CA/San-Francisco/10-Southard-Pl-94109/unit-1/home/538505,San Francisco MLS,453153,N,Y,37.8013666,-122.4190122,San Francisco,060750102001020
