SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-3-2017,Multi-Family (2-4 Unit),1944-1946 Clement St,San Francisco,CA,94121,1627000,,,Central Richmond,3500,2500,,30,465,,Sold,,,http://www.redfin.com/CA/San-Francisco/1944-Clement-St-94121/home/109837092,San Francisco MLS,452557,N,Y,37.7824515,-122.480377
PAST SALE,February-10-2017,Single Family Residential,160 Swiss Ave,San Francisco,CA,94131,1860000,3,2.0,Glen Park,1575,2491,1961,23,1181,,Sold,,,http://www.redfin.com/CA/San-Francisco/160-Swiss-Ave-94131/home/1891115,San Francisco MLS,453248,N,Y,37.7359888,-122.4380975
PAST SALE,March-2-2017,Single Family Residential,45 Montecito Ave,San Francisco,CA,94112,1350000,2,1.0,Westwood Park,1400,3375,1926,3,964,7,Sold,,,http://www.redfin.com/CA/San-Francisco/45-Montecito-Ave-94112/home/692507,San Francisco MLS,454241,N,Y,37.7309634,-122.4536748
PAST SALE,February-7-2017,Condo/Co-op,501 Beale St Unit 4A,San Francisco,CA,94105,1225000,2,2.0,South Beach,1160,,2006,26,1056,847,Sold,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-4A/home/8190513,San Francisco MLS,452129,N,Y,37.7862361,-122.3890738
PAST SALE,February-10-2017,Single Family Residential,335 Flood Ave,San Francisco,CA,94112,965000,1,1.0,Sunnyside,872,2809,1915,23,1107,,Sold,,,http://www.redfin.com/CA/San-Francisco/335-Flood-Ave-94112/home/2031664,San Francisco MLS,453816,N,Y,37.7296369,-122.447407
PAST SALE,March-2-2017,Condo/Co-op,3418 26th St #1,San Francisco,CA,94110,520000,0,1.0,Inner Mission,300,,2014,3,1733,480,Sold,,,http://www.redfin.com/CA/San-Francisco/3418-26th-St-94110/unit-1/home/110051733,San Francisco MLS,454373,N,Y,37.7491644,-122.4190008
PAST SALE,February-23-2017,Single Family Residential,960 Noe St,San Francisco,CA,94114,1849000,3,2.0,Noe Valley,,,1911,10,,,Sold,,,http://www.redfin.com/CA/San-Francisco/960-Noe-St-94114/home/715711,San Francisco MLS,453639,N,Y,37.753547,-122.432321
PAST SALE,February-17-2017,Condo/Co-op,1500 Francisco St #11,San Francisco,CA,94123,1725000,3,2.0,Marina,1787,,1924,16,965,960,Sold,,,http://www.redfin.com/CA/San-Francisco/1500-Francisco-St-94123/unit-11/home/557037,San Francisco MLS,451985,N,Y,37.8027162,-122.4301059
PAST SALE,February-13-2017,Condo/Co-op,283 Clinton Park,San Francisco,CA,94103,1526000,3,1.0,Mission Dolores,,,,20,,250,Sold,,,http://www.redfin.com/CA/San-Francisco/283-Clinton-Park-94103/home/28608893,San Francisco MLS,454132,N,Y,37.768915,-122.4264516
PAST SALE,February-13-2017,Condo/Co-op,1769 Broadway #8,San Francisco,CA,94109,1300000,2,1.0,Pacific Heights,1151,,1925,20,1129,749,Sold,,,http://www.redfin.com/CA/San-Francisco/1769-Broadway-94109/unit-8/home/113069936,San Francisco MLS,453429,N,Y,37.795108,-122.426207
PAST SALE,February-24-2017,Condo/Co-op,1250 Clay St #108,San Francisco,CA,94108,865000,1,1.0,Nob Hill,575,,1950,9,1504,485,Sold,,,http://www.redfin.com/CA/San-Francisco/1250-Clay-St-94108/unit-108/home/978679,San Francisco MLS,453955,N,Y,37.793565,-122.4136692
PAST SALE,February-24-2017,Condo/Co-op,465 10th St #304,San Francisco,CA,94103,988000,1,2.0,South of Market,1016,,1924,9,972,754,Sold,,,http://www.redfin.com/CA/San-Francisco/465-10th-St-94103/unit-304/home/113012611,San Francisco MLS,453384,N,Y,37.7708827,-122.4099833
PAST SALE,February-24-2017,Condo/Co-op,989 20th St #468,San Francisco,CA,94107,849000,1,1.5,Central Waterfront,835,,2009,9,1017,479,Sold,,,http://www.redfin.com/CA/San-Francisco/989-20th-St-94107/unit-468/home/40142845,San Francisco MLS,453595,N,Y,37.7601821,-122.3909801
PAST SALE,February-14-2017,Single Family Residential,276 Grand View Ave,San Francisco,CA,94114,1050000,2,1.5,Noe Valley,,,1908,19,,,Sold,,,http://www.redfin.com/CA/San-Francisco/276-Grand-View-Ave-94114/home/674978,San Francisco MLS,454668,N,Y,37.7538259,-122.4417044
PAST SALE,February-14-2017,Single Family Residential,199 Cresta Vista Dr,San Francisco,CA,94127,1150000,2,1.5,Westwood Highlands,1026,2665,1968,19,1121,,Sold,,,http://www.redfin.com/CA/San-Francisco/199-Cresta-Vista-Dr-94127/home/1702389,San Francisco MLS,453616,N,Y,37.7356203,-122.4555115
PAST SALE,February-22-2017,Single Family Residential,39 Bronte St,San Francisco,CA,94110,1300000,3,2.0,Bernal Heights,1360,1680,1956,11,956,,Sold,,,http://www.redfin.com/CA/San-Francisco/39-Bronte-St-94110/home/763479,San Francisco MLS,453243,N,Y,37.7390652,-122.4100574
PAST SALE,February-14-2017,Single Family Residential,43 Douglass St,San Francisco,CA,94114,1952000,2,2.0,Corona Heights,1814,,1905,19,1076,78,Sold,,,http://www.redfin.com/CA/San-Francisco/43-Douglass-St-94114/home/40275396,San Francisco MLS,453949,N,Y,37.7630052,-122.4393717
PAST SALE,February-3-2017,Single Family Residential,649 Mississippi St,San Francisco,CA,94107,1375000,3,2.0,Potrero Hill,1593,2495,1928,30,863,,Sold,,,http://www.redfin.com/CA/San-Francisco/649-Mississippi-St-94107/home/1990004,San Francisco MLS,453177,N,Y,37.758351,-122.393867
PAST SALE,February-3-2017,Single Family Residential,2401 Taraval St,San Francisco,CA,94116,1375000,2,1.0,Parkside,1325,3249,1924,30,1038,,Sold,,,http://www.redfin.com/CA/San-Francisco/2401-Taraval-St-94116/home/1782104,San Francisco MLS,449961,N,Y,37.7421404,-122.4919011
PAST SALE,February-15-2017,Single Family Residential,457 Roosevelt Way,San Francisco,CA,94114,1650000,2,2.0,Corona Heights,1880,2883,1912,18,878,,Sold,,,http://www.redfin.com/CA/San-Francisco/457-Roosevelt-Way-94114/home/1725718,San Francisco MLS,453683,N,Y,37.763789,-122.442644
PAST SALE,February-15-2017,Single Family Residential,78 Anderson St,San Francisco,CA,94110,1865020,4,2.0,Bernal Heights,1519,1750,1915,18,1228,,Sold,,,http://www.redfin.com/CA/San-Francisco/78-Anderson-St-94110/home/2014371,San Francisco MLS,453913,N,Y,37.7419057,-122.4152728
PAST SALE,February-13-2017,Single Family Residential,1595 Thomas Ave,SAN FRANCISCO,CA,94124,770000,3,1.0,SAN FRANCISCO,1774,2500,1907,20,434,,Sold,,,http://www.redfin.com/CA/San-Francisco/1595-Thomas-Ave-94124/home/984593,MLSListings,ML81628605,N,Y,37.7301899,-122.3913178
PAST SALE,March-2-2017,Condo/Co-op,942 Market St #502,San Francisco,CA,94102,650000,0,1.0,Downtown,728,,1908,3,893,610,Sold,,,http://www.redfin.com/CA/San-Francisco/942-Market-St-94102/unit-502/home/21999832,San Francisco MLS,453968,N,Y,37.7836702,-122.4087914
PAST SALE,February-15-2017,Condo/Co-op,62 Ramona Ave,San Francisco,CA,94103,1210000,2,1.0,Mission Dolores,1384,,1912,18,874,200,Sold,,,http://www.redfin.com/CA/San-Francisco/62-Ramona-Ave-94103/home/925484,San Francisco MLS,453594,N,Y,37.7670721,-122.4255221
PAST SALE,February-28-2017,Condo/Co-op,1335 Laguna St #6,San Francisco,CA,94115,580000,2,1.0,Western Addition,840,,1964,5,690,746,Sold,,,http://www.redfin.com/CA/San-Francisco/1335-Laguna-St-94115/unit-6/home/12401362,San Francisco MLS,453349,N,Y,37.7834886,-122.4278332
PAST SALE,February-9-2017,Condo/Co-op,200 Brannan St #222,San Francisco,CA,94107,880000,1,1.0,South Beach,850,,2004,24,1035,615,Sold,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-222/home/1206584,San Francisco MLS,451977,N,Y,37.7835714,-122.3907007
PAST SALE,February-14-2017,Condo/Co-op,300 Ivy St #500,San Francisco,CA,94102,1480000,2,2.0,Hayes Valley,1075,,2014,19,1377,610,Sold,,,http://www.redfin.com/CA/San-Francisco/300-Ivy-St-94102/unit-500/home/52861692,San Francisco MLS,453803,N,Y,37.7774382,-122.42343
PAST SALE,February-15-2017,Single Family Residential,2651 Bryant St,San Francisco,CA,94110,1415000,3,1.0,Inner Mission,1500,2421,1930,18,943,,Sold,,,http://www.redfin.com/CA/San-Francisco/2651-Bryant-St-94110/home/926025,San Francisco MLS,453856,N,Y,37.751983,-122.4088046
PAST SALE,February-15-2017,Condo/Co-op,1011 Clayton St,San Francisco,CA,94117,1450000,2,1.0,Buena Vista Park,1305,,1933,18,1111,166,Sold,,,http://www.redfin.com/CA/San-Francisco/1011-Clayton-St-94117/home/1077130,San Francisco MLS,453585,N,Y,37.76366,-122.447466
PAST SALE,February-10-2017,Single Family Residential,51 W View Ave,SAN FRANCISCO,CA,94134,732000,3,1.0,SAN FRANCISCO,850,1799,1943,23,861,,Sold,,,http://www.redfin.com/CA/San-Francisco/51-W-View-Ave-94134/home/1961466,MLSListings,ML81635440,N,Y,37.7312191,-122.4180182
PAST SALE,February-10-2017,Condo/Co-op,821 Folsom St #210,San Francisco,CA,94107,760000,1,1.0,Yerba Buena,717,,2004,23,1060,464,Sold,,,http://www.redfin.com/CA/San-Francisco/821-Folsom-St-94107/unit-210/home/12401617,San Francisco MLS,453926,N,Y,37.7814085,-122.4013948
PAST SALE,February-15-2017,Condo/Co-op,78 Vicksburg St,San Francisco,CA,94114,1600000,2,2.0,Noe Valley,1491,,1908,18,1073,150,Sold,,,http://www.redfin.com/CA/San-Francisco/78-Vicksburg-St-94114/home/1542609,San Francisco MLS,453471,N,Y,37.753647,-122.429044
PAST SALE,February-22-2017,Single Family Residential,2635 Newhall St,San Francisco,CA,94124,780000,3,2.5,Silver Terrace,,,1997,11,,21,Sold,,,http://www.redfin.com/CA/San-Francisco/2635-Newhall-St-94124/home/752299,San Francisco MLS,451881,N,Y,37.7289122,-122.3980266
PAST SALE,February-16-2017,Single Family Residential,53 Edinburgh St,San Francisco,CA,94112,1011000,2,1.0,Excelsior,1125,2500,1912,17,899,,Sold,,,http://www.redfin.com/CA/San-Francisco/53-Edinburgh-St-94112/home/1336253,San Francisco MLS,453433,N,Y,37.7277756,-122.4268193
PAST SALE,February-21-2017,Condo/Co-op,281 Clara St #3,San Francisco,CA,94107,750000,1,1.5,South of Market,1114,,1996,12,673,584,Sold,,,http://www.redfin.com/CA/San-Francisco/281-Clara-St-94107/unit-3/home/12395882,San Francisco MLS,453708,N,Y,37.7779984,-122.4039706
PAST SALE,,Condo/Co-op,0 C A Rd #139,Musselshell,MT,59059,456000,,,,,,,,,,,,,http://www.redfin.com/MT/Musselshell/0-C-A-Rd-59059/unit-139/home/17232063,,,N,Y,37.721513,-122.4797394
PAST SALE,February-15-2017,Multi-Family (2-4 Unit),2288-2290 Sutter St,San Francisco,CA,94115,1949000,5,2.0,Lower Pacific Height,2960,2500,1900,18,658,,Sold,,,http://www.redfin.com/CA/San-Francisco/2290-Sutter-St-94115/home/1475462,San Francisco MLS,452818,N,Y,37.785572,-122.4380633
PAST SALE,February-23-2017,Condo/Co-op,900 Bush #1008,San Francisco,CA,94109,835000,2,2.0,Downtown,826,,1982,10,1011,841,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-1008/home/880914,San Francisco MLS,453147,N,Y,37.7899818,-122.4125107
PAST SALE,February-23-2017,Condo/Co-op,2485 Union St #2,San Francisco,CA,94123,1300000,1,1.0,Cow Hollow,1300,,1925,10,1000,400,Sold,,,http://www.redfin.com/CA/San-Francisco/2485-Union-St-94123/unit-2/home/921397,San Francisco MLS,452966,N,Y,37.7963799,-122.4401438
PAST SALE,February-6-2017,Condo/Co-op,355 1st St Unit S2103,San Francisco,CA,94105,875000,1,1.0,South Beach,,,2004,27,,734,Sold,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S2103/home/39824246,San Francisco MLS,454063,N,Y,37.7868797,-122.3934879
PAST SALE,March-3-2017,Condo/Co-op,945 Capp St #4,San Francisco,CA,94110,1100000,2,1.0,Inner Mission,,,1925,2,,360,Sold,,,http://www.redfin.com/CA/San-Francisco/945-Capp-St-94110/unit-4/home/110052547,San Francisco MLS,454500,N,Y,37.7515612,-122.4170098
PAST SALE,March-3-2017,Multi-Family (2-4 Unit),1025 1025A Anza St,San Francisco,CA,94118,1510250,3,2.0,Inner Richmond,1940,2500,1907,2,778,,Sold,,,http://www.redfin.com/CA/San-Francisco/1025-Anza-St-94118/home/1375961,San Francisco MLS,454481,N,Y,37.7791011,-122.4592702
PAST SALE,March-1-2017,Condo/Co-op,2212 A 23rd St,San Francisco,CA,94107,870000,2,1.0,Potrero Hill,808,,,4,1077,150,Sold,,,http://www.redfin.com/CA/San-Francisco/2212A-23rd-St-94107/home/40138762,San Francisco MLS,454414,N,Y,37.754771,-122.402053
PAST SALE,February-9-2017,Single Family Residential,1490 45th Ave,San Francisco,CA,94122,971000,2,1.0,Outer Sunset,1250,1746,1937,24,777,,Sold,,,http://www.redfin.com/CA/San-Francisco/1490-45th-Ave-94122/home/1765646,San Francisco MLS,453312,N,Y,37.758832,-122.504499
PAST SALE,February-16-2017,Condo/Co-op,2200 Pacific Ave Unit 3A,San Francisco,CA,94115,1550000,2,2.0,Pacific Heights,1856,,1962,17,835,1187,Sold,,,http://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-3A/home/566779,San Francisco MLS,452793,N,Y,37.7939042,-122.4317493
PAST SALE,February-28-2017,Single Family Residential,2638 Irving St,San Francisco,CA,94122,1538000,3,1.5,Central Sunset,1750,3057,1917,5,879,,Sold,,,http://www.redfin.com/CA/San-Francisco/2638-Irving-St-94122/home/903411,San Francisco MLS,455078,N,Y,37.763409,-122.486304
PAST SALE,February-14-2017,Condo/Co-op,468 Tehama St #1,San Francisco,CA,94103,760000,1,1.5,South of Market,926,,1999,19,821,480,Sold,,,http://www.redfin.com/CA/San-Francisco/468-Tehama-St-94103/unit-1/home/12395924,San Francisco MLS,453393,N,Y,37.7799948,-122.4060673
PAST SALE,February-21-2017,Condo/Co-op,2194 Green St #2194,San Francisco,CA,94123,1363500,2,2.0,Pacific Heights,1350,,1906,12,1010,583,Sold,,,http://www.redfin.com/CA/San-Francisco/2194-Green-St-94115/unit-2194/home/102820953,San Francisco MLS,452800,N,Y,37.7964308,-122.4351922
PAST SALE,February-27-2017,Condo/Co-op,750 Great Hwy #2,San Francisco,CA,94121,541000,1,1.0,Outer Richmond,554,,1990,6,977,305,Sold,,,http://www.redfin.com/CA/San-Francisco/750-Great-Hwy-94121/unit-2/home/1789350,San Francisco MLS,454317,N,Y,37.7741921,-122.5107305
PAST SALE,February-28-2017,Condo/Co-op,245 5th St #311,San Francisco,CA,94103,1260000,2,1.0,Yerba Buena,1384,,1996,5,910,723,Sold,,,http://www.redfin.com/CA/San-Francisco/245-5th-St-94103/unit-311/home/886312,San Francisco MLS,453627,N,Y,37.7813072,-122.4038246
PAST SALE,March-3-2017,Townhouse,32 Perego Ter,San Francisco,CA,94131,882000,2,2.0,Twin Peaks,1414,,1962,2,624,163,Sold,,,http://www.redfin.com/CA/San-Francisco/32-Perego-Ter-94131/home/1710439,San Francisco MLS,454138,N,Y,37.750077,-122.444732
PAST SALE,February-16-2017,Single Family Residential,324 Hanover St,San Francisco,CA,94112,1267000,4,4.0,Crocker Amazon,,2663,1927,17,,,Sold,,,http://www.redfin.com/CA/San-Francisco/324-Hanover-St-94112/home/1696540,San Francisco MLS,452822,N,Y,37.7092489,-122.4434553
PAST SALE,March-3-2017,Condo/Co-op,95 Red Rock Way Unit 210M,San Francisco,CA,94131,420000,0,1.0,Diamond Heights,474,,1972,2,886,443,Sold,,,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-210M/home/1934917,San Francisco MLS,453781,N,Y,37.746324,-122.441517
PAST SALE,February-14-2017,Condo/Co-op,2555 Leavenworth St #303,San Francisco,CA,94133,1185000,2,2.0,Russian Hill,,,1961,19,,533,Sold,,,http://www.redfin.com/CA/San-Francisco/2555-Leavenworth-St-94133/unit-303/home/1845186,San Francisco MLS,450382,N,Y,37.804693,-122.418709
PAST SALE,March-3-2017,Condo/Co-op,3186 Clay St,San Francisco,CA,94115,2000000,2,2.0,Pacific Heights,2043,,,2,979,,Sold,,,http://www.redfin.com/CA/San-Francisco/3186-Clay-St-94115/home/1859478,San Francisco MLS,454080,N,Y,37.7894078,-122.4455234
PAST SALE,February-16-2017,Multi-Family (2-4 Unit),2039-2041 Judah St,San Francisco,CA,94122,1500000,4,2.0,Central Sunset,2500,2495,1948,17,600,,Sold,,,http://www.redfin.com/CA/San-Francisco/2041-Judah-St-94122/home/953244,San Francisco MLS,452846,N,Y,37.7612551,-122.4841666
PAST SALE,February-3-2017,Vacant Land,0 Princeton,California City,CA,,3500,,,CAC - California City,,11326,,30,,,Sold,,,http://www.redfin.com/CA/San-Francisco/0-Princeton-St-94134/home/52457880,CRMLS,CV16060006,N,Y,37.7301072,-122.4163656
PAST SALE,February-3-2017,Single Family Residential,1080 Silver Ave,San Francisco,CA,94134,565000,1,1.0,Portola,525,2204,1910,30,1076,,Sold,,,http://www.redfin.com/CA/San-Francisco/1080-Silver-Ave-94134/home/772303,San Francisco MLS,452835,N,Y,37.7292512,-122.4145361
PAST SALE,March-3-2017,Condo/Co-op,1463 Green St,San Francisco,CA,94109,1080000,3,1.5,Russian Hill,1028,,1907,2,1051,471,Sold,,,http://www.redfin.com/CA/San-Francisco/1463-Green-St-94109/unit-1475/home/565512,San Francisco MLS,453008,N,Y,37.797446,-122.423161
PAST SALE,February-23-2017,Condo/Co-op,2595 Clay St #1,San Francisco,CA,94115,1240800,2,1.0,Pacific Heights,990,,1924,10,1253,464,Sold,,,http://www.redfin.com/CA/San-Francisco/2595-Clay-St-94115/unit-1/home/1865862,San Francisco MLS,454326,N,Y,37.790409,-122.4354998
PAST SALE,February-24-2017,Condo/Co-op,3249 17th St #3,San Francisco,CA,94110,1460000,2,2.0,Inner Mission,1205,,,9,1212,,Sold,,,http://www.redfin.com/CA/San-Francisco/3249-17th-St-94110/unit-3/home/113204169,San Francisco MLS,455107,N,Y,37.7633502,-122.4182818
PAST SALE,February-8-2017,Single Family Residential,100 Florentine St,San Francisco,CA,94112,938000,3,1.0,Crocker Amazon,1450,6098,1927,25,647,,Sold,,,http://www.redfin.com/CA/San-Francisco/100-Florentine-St-94112/home/1945197,San Francisco MLS,453346,N,Y,37.7117799,-122.4434244
PAST SALE,February-28-2017,Condo/Co-op,724 Tennessee St,San Francisco,CA,94107,1225000,3,1.0,Central Waterfront,1152,,1900,5,1063,125,Sold,,,http://www.redfin.com/CA/San-Francisco/724-Tennessee-St-94107/home/52059313,San Francisco MLS,453468,N,Y,37.7625798,-122.3899567
PAST SALE,February-17-2017,Condo/Co-op,616 20th St #510,San Francisco,CA,94107,900000,2,1.0,Central Waterfront,770,,2013,16,1169,473,Sold,,,http://www.redfin.com/CA/San-Francisco/616-20th-St-94107/unit-510/home/52203632,San Francisco MLS,454236,N,Y,37.760768,-122.387975
PAST SALE,March-3-2017,Condo/Co-op,1 Bluxome St #416,San Francisco,CA,94107,1250000,2,1.5,South of Market,1361,,2003,2,918,432,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Bluxome-St-94107/unit-416/home/12401074,San Francisco MLS,454529,N,Y,37.7774232,-122.3958836
PAST SALE,February-15-2017,Condo/Co-op,855 Folsom St #940,San Francisco,CA,94107,1045000,1,1.5,Yerba Buena,,,2001,18,,533,Sold,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-940/home/12397724,San Francisco MLS,454238,N,Y,37.7807737,-122.4021633
PAST SALE,February-24-2017,Condo/Co-op,631 Folsom St Unit 16F,San Francisco,CA,94107,1325000,2,2.0,Yerba Buena,1190,,2009,9,1113,818,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-16F/home/21966544,San Francisco MLS,454054,N,Y,37.7848176,-122.3969578
PAST SALE,February-6-2017,Condo/Co-op,200 Townsend St #21,San Francisco,CA,94107,905000,1,2.0,South Beach,877,,2003,27,1032,559,Sold,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-21/home/2072674,San Francisco MLS,453653,N,Y,37.7789009,-122.393248
PAST SALE,February-21-2017,Condo/Co-op,660 Natoma St #2,San Francisco,CA,94103,690000,1,1.0,South of Market,541,,2008,12,1275,250,Sold,,,http://www.redfin.com/CA/San-Francisco/660-Natoma-St-94103/unit-2/home/1605352,San Francisco MLS,453681,N,Y,37.7774455,-122.4114763
PAST SALE,February-8-2017,Condo/Co-op,834 Arkansas St #3,San Francisco,CA,94107,880000,2,1.0,Potrero Hill,870,,1962,25,1011,200,Sold,,,http://www.redfin.com/CA/San-Francisco/834-Arkansas-St-94107/unit-3/home/2008833,San Francisco MLS,454375,N,Y,37.75557,-122.398111
PAST SALE,February-13-2017,Condo/Co-op,1821 Grant Ave #201,San Francisco,CA,94133,1275000,2,2.0,Telegraph Hill,1350,,1975,20,944,400,Sold,,,http://www.redfin.com/CA/San-Francisco/1821-Grant-Ave-94133/unit-201/home/1864994,San Francisco MLS,453767,N,Y,37.803755,-122.408513
PAST SALE,,Vacant Land,53 States,San Francisco,CA,94114,,,1.0,,600,2639,1900,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/53-States-St-94114/home/1992954,San Francisco MLS,,N,Y,37.763176,-122.436456
PAST SALE,February-10-2017,Single Family Residential,1929 48th Ave,San Francisco,CA,94116,1076000,2,1.0,Outer Parkside,1130,1746,1946,23,952,,Sold,,,http://www.redfin.com/CA/San-Francisco/1929-48th-Ave-94116/home/2036542,San Francisco MLS,453408,N,Y,37.7504145,-122.5075753
PAST SALE,February-17-2017,Single Family Residential,350 Jersey St,San Francisco,CA,94114,2005000,2,1.0,Noe Valley,1402,2964,1941,16,1430,,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Jersey-St-94114/home/801355,San Francisco MLS,454308,N,Y,37.750804,-122.432945
PAST SALE,February-24-2017,Condo/Co-op,17 Ashbury St #6,San Francisco,CA,94117,950000,2,1.0,North Panhandle,,,1925,9,,450,Sold,,,http://www.redfin.com/CA/San-Francisco/17-Ashbury-St-94117/unit-6/home/110052376,San Francisco MLS,453911,N,Y,37.7753841,-122.4481816
PAST SALE,February-3-2017,Condo/Co-op,75 Roosevelt Way #2,San Francisco,CA,94114,955000,2,2.0,Corona Heights,864,,1968,30,1105,353,Sold,,,http://www.redfin.com/CA/San-Francisco/75-Roosevelt-Way-94114/unit-2/home/110052273,San Francisco MLS,453200,N,Y,37.7664169,-122.437749
PAST SALE,February-6-2017,Condo/Co-op,3294 Clay St #5,San Francisco,CA,94115,1495000,2,2.0,Pacific Heights,1487,,1911,27,1005,463,Sold,,,http://www.redfin.com/CA/San-Francisco/3294-Clay-St-94115/unit-5/home/1070326,San Francisco MLS,452562,N,Y,37.7892449,-122.4468735
PAST SALE,February-7-2017,Multi-Family (5+ Unit),1616 Taylor St,San Francisco,CA,94133,6300000,12,,Russian Hill,8865,5174,1923,26,711,,Sold,,,http://www.redfin.com/CA/San-Francisco/1616-Taylor-St-94133/home/1365570,San Francisco MLS,453240,N,Y,37.797384,-122.413269
PAST SALE,February-21-2017,Single Family Residential,375 Prentiss St,San Francisco,CA,94110,1150000,2,1.0,Bernal Heights,975,1751,1951,12,1179,,Sold,,,http://www.redfin.com/CA/San-Francisco/375-Prentiss-St-94110/home/936998,San Francisco MLS,452305,N,Y,37.73861,-122.4119035
PAST SALE,February-13-2017,Single Family Residential,3956 20th St,San Francisco,CA,94114,2775000,3,2.5,Eureka Valley/Dolore,,2848,1916,20,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3956-20th-St-94114/home/1861664,San Francisco MLS,452153,N,Y,37.7581881,-122.4292249
PAST SALE,February-22-2017,Single Family Residential,2178 18th Ave,San Francisco,CA,94116,1950000,5,5.0,Inner Parkside,2700,3606,1928,11,722,,Sold,,,http://www.redfin.com/CA/San-Francisco/2178-18th-Ave-94116/home/1271060,San Francisco MLS,453810,N,Y,37.747255,-122.474581
PAST SALE,February-21-2017,Multi-Family (2-4 Unit),3880-3882 19th St,San Francisco,CA,94114,2850000,4,2.0,Eureka Valley/Dolore,3072,2850,1925,12,928,,Sold,,,http://www.redfin.com/CA/San-Francisco/3882-19th-St-94114/home/1726430,San Francisco MLS,453684,N,Y,37.759684,-122.4299648
PAST SALE,February-7-2017,Multi-Family (2-4 Unit),34-36 Annapolis Ter,San Francisco,CA,94118,1350000,3,2.0,Lone Mountain,2358,2495,1939,26,573,,Sold,,,http://www.redfin.com/CA/San-Francisco/36-Annapolis-Ter-94118/home/595335,San Francisco MLS,452839,N,Y,37.7779562,-122.4477704
PAST SALE,February-6-2017,Condo/Co-op,3345 21st St,San Francisco,CA,94110,2030000,3,2.0,Eureka Valley/Dolore,2050,,1885,27,990,176,Sold,,,http://www.redfin.com/CA/San-Francisco/3345-21st-St-94110/home/11743092,San Francisco MLS,453338,N,Y,37.7565979,-122.422091
PAST SALE,February-23-2017,Single Family Residential,1279 Shafter Ave,San Francisco,CA,94124,900000,4,2.0,Bayview,1904,2500,1988,10,473,,Sold,,,http://www.redfin.com/CA/San-Francisco/1279-Shafter-Ave-94124/home/1094444,San Francisco MLS,453156,N,Y,37.727436,-122.3847809
PAST SALE,February-15-2017,Condo/Co-op,955 Green St #3,San Francisco,CA,94133,6600000,3,4.5,Russian Hill,3215,,2002,18,2053,2572,Sold,,,http://www.redfin.com/CA/San-Francisco/955-Green-St-94133/unit-3/home/1745281,San Francisco MLS,454918,N,Y,37.798499,-122.414783
PAST SALE,March-1-2017,Condo/Co-op,200 Brannan St #205,San Francisco,CA,94107,1465000,2,2.0,South Beach,1500,,2004,4,977,714,Sold,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-205/home/1077548,San Francisco MLS,453425,N,Y,37.7835714,-122.3907007
PAST SALE,February-17-2017,Condo/Co-op,150 Page St #16,San Francisco,CA,94102,605378,1,1.0,Hayes Valley,483,,1929,16,1253,410,Sold,,,http://www.redfin.com/CA/San-Francisco/150-Page-St-94102/unit-16/home/1136153,San Francisco MLS,453314,N,Y,37.7741226,-122.423436
PAST SALE,February-22-2017,Single Family Residential,3525 Ortega St,San Francisco,CA,94122,985000,3,1.0,Outer Sunset,1214,2495,1948,11,811,,Sold,,,http://www.redfin.com/CA/San-Francisco/3525-Ortega-St-94122/home/1469351,San Francisco MLS,453852,N,Y,37.751019,-122.501463
PAST SALE,February-17-2017,Condo/Co-op,126 Dolphin Ct,San Francisco,CA,94124,490000,2,1.0,Hunters Point,996,,1981,16,492,340,Sold,,,http://www.redfin.com/CA/San-Francisco/126-Dolphin-Ct-94124/home/1885249,San Francisco MLS,451622,N,Y,37.7282089,-122.371007
PAST SALE,February-24-2017,Single Family Residential,391 Day St,San Francisco,CA,94131,2525000,3,2.5,Noe Valley,2028,2402,1904,9,1245,,Sold,,,http://www.redfin.com/CA/San-Francisco/391-Day-St-94131/home/1133788,San Francisco MLS,454415,N,Y,37.74242,-122.4308731
